Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Positive Regulation Of Cell Division (GO:0051781)	1.038032e-03	1.366062e-02	0	0	9.835329e+00	6.757293e+01	KIF14;KIF23;CDC6;ECT2
GO_Biological_Process_2023	External Encapsulating Structure Organization (GO:0045229)	1.059595e-03	1.366062e-02	0	0	5.551775e+00	3.802893e+01	MMP11;ADAMTS14;COL3A1;COL11A1;COL22A1;COL10A1
GO_Biological_Process_2023	Hepatocyte Differentiation (GO:0070365)	1.060098e-03	1.366062e-02	0	0	6.365704e+01	4.360121e+02	E2F7;E2F8
GO_Biological_Process_2023	Negative Regulation Of Cytokinesis (GO:0032466)	1.060098e-03	1.366062e-02	0	0	6.365704e+01	4.360121e+02	E2F7;E2F8
GO_Biological_Process_2023	Negative Regulation Of Gene Expression Via CpG Island Methylation (GO:0044027)	1.060098e-03	1.366062e-02	0	0	6.365704e+01	4.360121e+02	HELLS;UHRF1
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cytokinesis (GO:1903490)	1.060098e-03	1.366062e-02	0	0	6.365704e+01	4.360121e+02	BIRC5;CDCA8
GO_Biological_Process_2023	Regulation Of Spindle Organization (GO:0090224)	1.120861e-03	1.421252e-02	0	0	1.688824e+01	1.147329e+02	TPX2;STIL;FSD1
GO_Biological_Process_2023	Chromosome Condensation (GO:0030261)	1.120861e-03	1.421252e-02	0	0	1.688824e+01	1.147329e+02	TOP2A;PLK1;NCAPG
GO_Biological_Process_2023	Epithelial Cell Migration (GO:0010631)	1.232920e-03	1.550935e-02	0	0	9.355042e+00	6.266353e+01	ANLN;FERMT1;S100A2;TNFRSF25
GO_Biological_Process_2023	Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971)	1.297623e-03	1.619474e-02	0	0	1.594956e+01	1.060203e+02	CCNB1;CDK1;CDC25C
GO_Biological_Process_2023	Positive Regulation Of Cytoskeleton Organization (GO:0051495)	1.353562e-03	1.676091e-02	0	0	6.579329e+00	4.345657e+01	PLK4;VIL1;BAIAP2L2;STIL;SPAG5
GO_Biological_Process_2023	Placenta Development (GO:0001890)	1.490970e-03	1.831928e-02	0	0	1.510970e+01	9.833886e+01	LEP;E2F7;E2F8
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription (GO:0006355)	1.512163e-03	1.843675e-02	0	0	1.811289e+00	1.176290e+01	ONECUT2;CRABP2;DLX6;ONECUT1;HMGB3;TWIST1;FOXM1;BARX1;DMBX1;SALL1;ZIC2;SALL3;SALL4;NKX1-2;PRAME;E2F7;E2F8;TFAP2A;CDKN2A;IL31RA;HMGA2;SOX14;ETV4;POU3F2;CENPF;HOXB9;PAX7;LHX2;LHX1;DEPDC1;BIRC5;POLR3G;SP8;EZH2
GO_Biological_Process_2023	Regulation Of Mitotic Cytokinesis (GO:1902412)	1.579193e-03	1.867926e-02	0	0	4.774147e+01	3.079726e+02	BIRC5;CDCA8
GO_Biological_Process_2023	Negative Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048387)	1.579193e-03	1.867926e-02	0	0	4.774147e+01	3.079726e+02	PRAME;EZH2
GO_Biological_Process_2023	Positive Regulation Of Catecholamine Secretion (GO:0033605)	1.579193e-03	1.867926e-02	0	0	4.774147e+01	3.079726e+02	GDNF;STX1A
GO_Biological_Process_2023	Positive Regulation Of Spindle Assembly (GO:1905832)	1.579193e-03	1.867926e-02	0	0	4.774147e+01	3.079726e+02	STIL;SPAG5
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	1.827020e-03	2.145057e-02	0	0	3.181794e+00	2.006143e+01	GREM1;ADAMTS14;COL3A1;MARCKSL1;KIF18B;COL11A1;KIF14;NEFL;KIF2C;FSD1
GO_Biological_Process_2023	Protein-Containing Complex Assembly (GO:0065003)	1.913585e-03	2.230171e-02	0	0	3.160823e+00	1.978288e+01	VIL1;ANLN;CENPE;CENPF;AIM2;SLC2A1;ANKS4B;KNTC1;CENPA;DLGAP5
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751)	1.929597e-03	2.232417e-02	0	0	1.366992e+01	8.544310e+01	CCNB1;CDK1;CDC25C
GO_Biological_Process_2023	Regulation Of Dopamine Uptake Involved In Synaptic Transmission (GO:0051584)	2.195652e-03	2.468162e-02	0	0	3.819213e+01	2.337846e+02	RAB3B;GDNF
GO_Biological_Process_2023	Regulation Of Protein Localization To Cell Cortex (GO:1904776)	2.195652e-03	2.468162e-02	0	0	3.819213e+01	2.337846e+02	SAPCD2;PLK1
GO_Biological_Process_2023	Positive Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:1902425)	2.195652e-03	2.468162e-02	0	0	3.819213e+01	2.337846e+02	BIRC5;CDCA8
GO_Biological_Process_2023	Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:1902423)	2.195652e-03	2.468162e-02	0	0	3.819213e+01	2.337846e+02	BIRC5;CDCA8
GO_Biological_Process_2023	Negative Regulation Of DNA Recombination (GO:0045910)	2.440869e-03	2.724491e-02	0	0	1.248055e+01	7.507551e+01	POLQ;RMI2;PARPBP
GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	2.581168e-03	2.860945e-02	0	0	3.989330e+00	2.377447e+01	GREM1;MMP11;ADAMTS14;COL3A1;COL11A1;COL22A1;COL10A1
GO_Biological_Process_2023	Apoptotic Process (GO:0006915)	2.695517e-03	2.942974e-02	0	0	3.539083e+00	2.093780e+01	EGLN3;BCL2L10;MELK;CHEK1;PAEP;PMAIP1;ATP2A1;TNFRSF25
GO_Biological_Process_2023	Microtubule Polymerization Or Depolymerization (GO:0031109)	2.724941e-03	2.942974e-02	0	0	1.196020e+01	7.062865e+01	KIF18B;KIF14;KIF2C
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021)	2.724941e-03	2.942974e-02	0	0	1.196020e+01	7.062865e+01	VMP1;P2RY6;ATP2A1
GO_Biological_Process_2023	Central Nervous System Development (GO:0007417)	2.729446e-03	2.942974e-02	0	0	3.230682e+00	1.907284e+01	DMBX1;MARCKSL1;AIM2;ABCB6;ZIC2;MAST1;SLC2A1;SPOCK1;KLK6
GO_Biological_Process_2023	L-fucose Catabolic Process (GO:0042355)	2.907400e-03	2.973051e-02	0	0	3.182590e+01	1.858790e+02	FUT9;FUT2
GO_Biological_Process_2023	L-fucose Metabolic Process (GO:0042354)	2.907400e-03	2.973051e-02	0	0	3.182590e+01	1.858790e+02	FUT9;FUT2
GO_Biological_Process_2023	Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047)	2.907400e-03	2.973051e-02	0	0	3.182590e+01	1.858790e+02	CCNB1;CDK1
GO_Biological_Process_2023	Constitutive Heterochromatin Formation (GO:0140719)	2.907400e-03	2.973051e-02	0	0	3.182590e+01	1.858790e+02	HELLS;EZH2
GO_Biological_Process_2023	Endothelial Cell Chemotaxis (GO:0035767)	2.907400e-03	2.973051e-02	0	0	3.182590e+01	1.858790e+02	TNFRSF25;CXCL13
GO_Biological_Process_2023	Fucose Catabolic Process (GO:0019317)	2.907400e-03	2.973051e-02	0	0	3.182590e+01	1.858790e+02	FUT9;FUT2
GO_Biological_Process_2023	Nucleoside Diphosphate Metabolic Process (GO:0009132)	2.907400e-03	2.973051e-02	0	0	3.182590e+01	1.858790e+02	RRM2;ENTPD8
GO_Biological_Process_2023	Positive Regulation Of Centriole Replication (GO:0046601)	2.907400e-03	2.973051e-02	0	0	3.182590e+01	1.858790e+02	PLK4;STIL
GO_Biological_Process_2023	Regulation Of Bone Mineralization (GO:0030500)	2.964121e-03	3.011623e-02	0	0	7.234530e+00	4.211346e+01	CCNA2;GREM1;TFAP2A;TWIST1
GO_Biological_Process_2023	Cellular Response To Metal Ion (GO:0071248)	2.994033e-03	3.022638e-02	0	0	4.472765e+00	2.599184e+01	TFAP2A;CPNE7;ITPKA;ECT2;SYT7;KCNH1
GO_Biological_Process_2023	Regulation Of Spindle Assembly (GO:0090169)	3.352164e-03	3.341623e-02	0	0	1.103957e+01	6.290514e+01	STIL;SPAG5;PLK1
GO_Biological_Process_2023	Embryonic Skeletal System Morphogenesis (GO:0048704)	3.352164e-03	3.341623e-02	0	0	1.103957e+01	6.290514e+01	TFAP2A;HOXB9;TWIST1
GO_Biological_Process_2023	DNA Geometric Change (GO:0032392)	3.696138e-03	3.654751e-02	0	0	1.063041e+01	5.953525e+01	RECQL4;HMGB3;DNA2
GO_Biological_Process_2023	Positive Regulation Of RNA Biosynthetic Process (GO:1902680)	3.712397e-03	3.654751e-02	0	0	2.727859e+01	1.526531e+02	TOP2A;GINS2
GO_Biological_Process_2023	Regulation Of Cell Differentiation (GO:0045595)	3.936615e-03	3.851565e-02	0	0	3.682711e+00	2.039277e+01	TFAP2A;GREM1;DLX1;GDNF;PRAME;PTHLH;KLK6
GO_Biological_Process_2023	Chromosome Organization (GO:0051276)	4.060869e-03	3.948759e-02	0	0	1.025047e+01	5.644276e+01	TOP2A;NUF2;CDCA8
GO_Biological_Process_2023	T-Circle Formation (GO:0090656)	4.608632e-03	4.296871e-02	0	0	2.386811e+01	1.284062e+02	EXO1;DNA2
GO_Biological_Process_2023	Formation Of Extrachromosomal Circular DNA (GO:0001325)	4.608632e-03	4.296871e-02	0	0	2.386811e+01	1.284062e+02	EXO1;DNA2
GO_Biological_Process_2023	Telomere Maintenance Via Telomere Trimming (GO:0090737)	4.608632e-03	4.296871e-02	0	0	2.386811e+01	1.284062e+02	EXO1;DNA2
GO_Biological_Process_2023	Mitotic DNA Replication (GO:1902969)	4.608632e-03	4.296871e-02	0	0	2.386811e+01	1.284062e+02	GINS1;MCM4
GO_Biological_Process_2023	Negative Regulation Of Cell Division (GO:0051782)	4.608632e-03	4.296871e-02	0	0	2.386811e+01	1.284062e+02	E2F7;E2F8
GO_Biological_Process_2023	Positive Regulation Of DNA-templated DNA Replication (GO:2000105)	4.608632e-03	4.296871e-02	0	0	2.386811e+01	1.284062e+02	E2F7;E2F8
GO_Biological_Process_2023	Positive Regulation Of Integrin Activation (GO:0033625)	4.608632e-03	4.296871e-02	0	0	2.386811e+01	1.284062e+02	FERMT1;CXCL13
GO_Biological_Process_2023	Signal Transduction By P53 Class Mediator (GO:0072331)	4.854039e-03	4.499212e-02	0	0	9.566579e+00	5.097020e+01	GREM1;PMAIP1;E2F7
GO_Biological_Process_2023	Regulation Of Angiogenesis (GO:0045765)	5.056499e-03	4.648552e-02	0	0	3.509212e+00	1.855349e+01	ADM2;LEP;TWIST1;HMGA2;SULF1;CXCL13;THBS2
GO_Biological_Process_2023	Response To Calcium Ion (GO:0051592)	5.132470e-03	4.648552e-02	0	0	4.751689e+00	2.505171e+01	CPNE7;ITPKA;ECT2;SYT7;KCNH1
GO_Biological_Process_2023	Positive Regulation Of DNA Metabolic Process (GO:0051054)	5.132470e-03	4.648552e-02	0	0	4.751689e+00	2.505171e+01	GINS1;GINS2;DEPDC1B;ATAD5;DNA2
GO_Biological_Process_2023	Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	5.132470e-03	4.648552e-02	0	0	4.751689e+00	2.505171e+01	STIL;RRM2;CDKN2A;KIF14;E2F7
GO_Biological_Process_2023	Embryonic Limb Morphogenesis (GO:0030326)	5.283150e-03	4.748869e-02	0	0	9.257725e+00	4.854041e+01	TFAP2A;SALL1;TWIST1
GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	5.303154e-03	4.748869e-02	0	0	6.084516e+00	3.187954e+01	POLQ;RMI2;PARPBP;CHEK1
GO_Biological_Process_2023	Double-Strand Break Repair Via Break-Induced Replication (GO:0000727)	5.594127e-03	4.898724e-02	0	0	2.121551e+01	1.100245e+02	GINS2;MCM4
GO_Biological_Process_2023	Glutamine Family Amino Acid Biosynthetic Process (GO:0009084)	5.594127e-03	4.898724e-02	0	0	2.121551e+01	1.100245e+02	LGSN;PYCR1
GO_Biological_Process_2023	Intestinal Absorption (GO:0050892)	5.594127e-03	4.898724e-02	0	0	2.121551e+01	1.100245e+02	LEP;SLC2A5
GO_Biological_Process_2023	Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190)	5.594127e-03	4.898724e-02	0	0	2.121551e+01	1.100245e+02	GDNF;LHX1
GO_Biological_Process_2023	Positive Regulation Of Mitotic Nuclear Division (GO:0045840)	5.734365e-03	4.993938e-02	0	0	8.968174e+00	4.628724e+01	CDC20;UBE2C;DLGAP5
GO_Biological_Process_2023	Cellular Response To Salt (GO:1902075)	5.769820e-03	4.997358e-02	0	0	4.614240e+00	2.378693e+01	CPNE7;ITPKA;ECT2;SYT7;KCNH1
GO_Biological_Process_2023	Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	5.994117e-03	5.145099e-02	0	0	4.570169e+00	2.338545e+01	RECQL4;GINS2;RMI2;XRCC2;MCM4
GO_Biological_Process_2023	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	6.005321e-03	5.145099e-02	0	0	2.111539e+00	1.080075e+01	TFAP2A;DLX1;UHRF1;PLK1;FHL2;TWIST1;HMGA2;SOX14;FOXM1;SALL1;DNMT3B;MAGEC1;MAGEC2;E2F7;EZH2;E2F8
GO_Biological_Process_2023	DNA Conformation Change (GO:0071103)	6.666935e-03	5.591054e-02	0	0	1.909344e+01	9.566949e+01	TOP2A;HMGB3
GO_Biological_Process_2023	Regulation Of Monooxygenase Activity (GO:0032768)	6.666935e-03	5.591054e-02	0	0	1.909344e+01	9.566949e+01	GDNF;LEP
GO_Biological_Process_2023	Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385)	6.666935e-03	5.591054e-02	0	0	1.909344e+01	9.566949e+01	PRAME;EZH2
GO_Biological_Process_2023	Histone Monoubiquitination (GO:0010390)	6.666935e-03	5.591054e-02	0	0	1.909344e+01	9.566949e+01	DEPDC1B;UHRF1
GO_Biological_Process_2023	Heterochromatin Organization (GO:0070828)	6.704255e-03	5.592760e-02	0	0	8.440170e+00	4.224316e+01	UHRF1;HMGA2;EZH2
GO_Biological_Process_2023	Cellular Response To Hypoxia (GO:0071456)	6.835688e-03	5.672547e-02	0	0	5.636350e+00	2.810057e+01	EGLN3;TWIST1;PMAIP1;AK4
GO_Biological_Process_2023	Cellular Response To Decreased Oxygen Levels (GO:0036294)	7.173719e-03	5.891370e-02	0	0	5.554510e+00	2.742446e+01	EGLN3;TWIST1;PMAIP1;AK4
GO_Biological_Process_2023	Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)	7.173719e-03	5.891370e-02	0	0	5.554510e+00	2.742446e+01	CDKN2A;KIF14;FAM83D;EZH2
GO_Biological_Process_2023	Regulation Of BMP Signaling Pathway (GO:0030510)	7.522597e-03	6.114521e-02	0	0	5.475009e+00	2.677194e+01	CCNA2;GREM1;DLX1;SULF1
GO_Biological_Process_2023	Regulation Of DNA Replication (GO:0006275)	7.522597e-03	6.114521e-02	0	0	5.475009e+00	2.677194e+01	CCNA2;ATAD5;DNA2;CDC6
GO_Biological_Process_2023	Anterograde Axonal Transport (GO:0008089)	7.765855e-03	6.170570e-02	0	0	7.970833e+00	3.872246e+01	KIF4A;TRIM46;NEFL
GO_Biological_Process_2023	Positive Regulation Of ATP-dependent Activity (GO:0032781)	7.765855e-03	6.170570e-02	0	0	7.970833e+00	3.872246e+01	VMP1;UHRF1;ATP2A1
GO_Biological_Process_2023	Resolution Of Meiotic Recombination Intermediates (GO:0000712)	7.825139e-03	6.170570e-02	0	0	1.735719e+01	8.418957e+01	TOP2A;EME1
GO_Biological_Process_2023	Cranial Nerve Development (GO:0021545)	7.825139e-03	6.170570e-02	0	0	1.735719e+01	8.418957e+01	TFAP2A;SALL1
GO_Biological_Process_2023	Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201)	7.825139e-03	6.170570e-02	0	0	1.735719e+01	8.418957e+01	SULF1;HS6ST2
GO_Biological_Process_2023	Negative Regulation Of Cartilage Development (GO:0061037)	7.825139e-03	6.170570e-02	0	0	1.735719e+01	8.418957e+01	GREM1;PTHLH
GO_Biological_Process_2023	Brain Development (GO:0007420)	7.874174e-03	6.178498e-02	0	0	3.625845e+00	1.756420e+01	DMBX1;CENPF;AIM2;ABCB6;ZIC2;MAST1
GO_Biological_Process_2023	Generation Of Neurons (GO:0048699)	8.099801e-03	6.324229e-02	0	0	3.603084e+00	1.735215e+01	FUT9;LHX2;LHX1;TRIM46;SPOCK1;POU3F2
GO_Biological_Process_2023	O-glycan Processing (GO:0016266)	8.921051e-03	6.843317e-02	0	0	7.550900e+00	3.563528e+01	GALNT7;GCNT3;GALNT9
GO_Biological_Process_2023	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	9.041585e-03	6.843317e-02	0	0	1.926709e+00	9.066941e+00	TFAP2A;DLX1;ONECUT2;UHRF1;ONECUT1;TWIST1;HMGA2;SOX14;FOXM1;ETV4;POU3F2;CCNA2;GREM1;SALL1;GDNF;MYBL2;E2F7;E2F8
GO_Biological_Process_2023	Regulation Of Exit From Mitosis (GO:0007096)	9.066855e-03	6.843317e-02	0	0	1.591032e+01	7.482832e+01	UBE2C;KNTC1
GO_Biological_Process_2023	Regulation Of Integrin Activation (GO:0033623)	9.066855e-03	6.843317e-02	0	0	1.591032e+01	7.482832e+01	FERMT1;KIF14
GO_Biological_Process_2023	Mitotic Chromosome Condensation (GO:0007076)	9.066855e-03	6.843317e-02	0	0	1.591032e+01	7.482832e+01	PLK1;NCAPG
GO_Biological_Process_2023	Negative Regulation Of Chondrocyte Differentiation (GO:0032331)	9.066855e-03	6.843317e-02	0	0	1.591032e+01	7.482832e+01	GREM1;PTHLH
GO_Biological_Process_2023	Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189)	9.066855e-03	6.843317e-02	0	0	1.591032e+01	7.482832e+01	GDNF;LHX1
GO_Biological_Process_2023	Neuron Projection Guidance (GO:0097485)	9.491611e-03	7.108052e-02	0	0	4.065218e+00	1.893313e+01	EPHA10;DPYSL5;TUBB3;EPHB1;IGSF9
GO_Biological_Process_2023	Collagen Fibril Organization (GO:0030199)	9.534273e-03	7.108052e-02	0	0	7.357085e+00	3.423150e+01	GREM1;COL3A1;COL11A1
GO_Biological_Process_2023	Neuron Differentiation (GO:0030182)	9.552146e-03	7.108052e-02	0	0	3.472276e+00	1.614952e+01	SALL1;FUT9;LHX2;LHX1;SPOCK1;POU3F2
GO_Biological_Process_2023	Activation Of Protein Kinase Activity (GO:0032147)	9.851249e-03	7.270790e-02	0	0	5.041939e+00	2.329455e+01	TPX2;LEP;KIF14;ECT2
GO_Biological_Process_2023	Positive Regulation Of Developmental Process (GO:0051094)	9.862586e-03	7.270790e-02	0	0	3.074274e+00	1.420009e+01	CDC20;VIL1;DLX1;GDNF;LHX1;LEP;LRP8
GO_Biological_Process_2023	Regulation Of Chromosome Organization (GO:0033044)	1.017149e-02	7.451813e-02	0	0	7.172961e+00	3.291074e+01	PIF1;RMI2;BUB1
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription (GO:0045893)	1.028378e-02	7.451813e-02	0	0	1.777571e+00	8.136277e+00	TFAP2A;DLX1;ONECUT2;UHRF1;ONECUT1;IL31RA;TWIST1;HMGA2;SOX14;FOXM1;ETV4;POU3F2;CCNA2;GREM1;SALL1;ZIC2;GDNF;LHX2;LHX1;MYBL2;E2F7;E2F8
GO_Biological_Process_2023	DNA Alkylation (GO:0006305)	1.039022e-02	7.451813e-02	0	0	1.468605e+01	6.706957e+01	HELLS;DNMT3B
GO_Biological_Process_2023	Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091)	1.039022e-02	7.451813e-02	0	0	1.468605e+01	6.706957e+01	TOP2A;HMGA2
GO_Biological_Process_2023	Regulation Of Systemic Arterial Blood Pressure (GO:0003073)	1.039022e-02	7.451813e-02	0	0	1.468605e+01	6.706957e+01	ADM2;SLC2A5
GO_Biological_Process_2023	Protein Localization To Microtubule Organizing Center (GO:1905508)	1.039022e-02	7.451813e-02	0	0	1.468605e+01	6.706957e+01	STIL;SPAG5
GO_Biological_Process_2023	B Cell Receptor Signaling Pathway (GO:0050853)	1.151859e-02	8.150434e-02	0	0	6.831015e+00	3.049223e+01	IGHG4;IGHG1;CD19
GO_Biological_Process_2023	Regulation Of Telomerase Activity (GO:0051972)	1.151859e-02	8.150434e-02	0	0	6.831015e+00	3.049223e+01	GREM1;PIF1;NEK2
GO_Biological_Process_2023	Replication Fork Processing (GO:0031297)	1.151859e-02	8.150434e-02	0	0	6.831015e+00	3.049223e+01	EME1;DONSON;DNA2
GO_Biological_Process_2023	Regulation Of Osteoblast Proliferation (GO:0033688)	1.179342e-02	8.271050e-02	0	0	1.363667e+01	6.054973e+01	CCNA2;GREM1
GO_Biological_Process_2023	Mesonephric Tubule Development (GO:0072164)	1.179342e-02	8.271050e-02	0	0	1.363667e+01	6.054973e+01	SALL1;LHX1
GO_Biological_Process_2023	Negative Regulation Of Cellular Metabolic Process (GO:0031324)	1.222878e-02	8.512546e-02	0	0	6.671971e+00	2.938311e+01	TFAP2A;TWIST1;HMGA2
GO_Biological_Process_2023	Regulation Of Cell Cycle (GO:0051726)	1.224518e-02	8.512546e-02	0	0	2.702073e+00	1.189621e+01	CDC20;CDKN2A;LEP;CHEK1;PLK1;HMGA2;FOXM1;DLGAP5
GO_Biological_Process_2023	Non-Membrane-Bounded Organelle Assembly (GO:0140694)	1.298915e-02	8.877772e-02	0	0	3.746590e+00	1.627384e+01	CENPE;CENPF;NEK2;CENPA;DLGAP5
GO_Biological_Process_2023	DNA Replication Checkpoint Signaling (GO:0000076)	1.327465e-02	8.877772e-02	0	0	1.272721e+01	5.500571e+01	CDC6;DNA2
GO_Biological_Process_2023	Embryonic Digit Morphogenesis (GO:0042733)	1.327465e-02	8.877772e-02	0	0	1.272721e+01	5.500571e+01	SALL1;TWIST1
GO_Biological_Process_2023	Transepithelial Transport (GO:0070633)	1.327465e-02	8.877772e-02	0	0	1.272721e+01	5.500571e+01	ABCC2;RHBG
GO_Biological_Process_2023	Negative Regulation Of Cellular Senescence (GO:2000773)	1.327465e-02	8.877772e-02	0	0	1.272721e+01	5.500571e+01	HMGA2;TWIST1
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle Phase Transition (GO:1901989)	1.327465e-02	8.877772e-02	0	0	1.272721e+01	5.500571e+01	FAM83D;EZH2
GO_Biological_Process_2023	Protein Localization To Centrosome (GO:0071539)	1.327465e-02	8.877772e-02	0	0	1.272721e+01	5.500571e+01	STIL;SPAG5
GO_Biological_Process_2023	Purine-Containing Compound Biosynthetic Process (GO:0072522)	1.327465e-02	8.877772e-02	0	0	1.272721e+01	5.500571e+01	PPAT;PAICS
GO_Biological_Process_2023	Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749)	1.327465e-02	8.877772e-02	0	0	1.272721e+01	5.500571e+01	CENPF;KIF14
GO_Biological_Process_2023	Protein O-linked Glycosylation (GO:0006493)	1.361882e-02	9.069676e-02	0	0	4.560749e+00	1.959436e+01	GALNT7;FUT9;GCNT3;GALNT9
GO_Biological_Process_2023	Axonogenesis (GO:0007409)	1.397912e-02	9.270670e-02	0	0	3.183200e+00	1.359287e+01	EPHA10;DPYSL5;TUBB3;TRIM46;EPHB1;IGSF9
GO_Biological_Process_2023	Cell Chemotaxis (GO:0060326)	1.450736e-02	9.580903e-02	0	0	6.236327e+00	2.639899e+01	HOXB9;TNFRSF25;EPHB1
GO_Biological_Process_2023	Regulation Of Lymphocyte Activation (GO:0051249)	1.483214e-02	9.595484e-02	0	0	1.193143e+01	5.024276e+01	CD19;LEP
GO_Biological_Process_2023	Branching Involved In Ureteric Bud Morphogenesis (GO:0001658)	1.483214e-02	9.595484e-02	0	0	1.193143e+01	5.024276e+01	SALL1;GDNF
GO_Biological_Process_2023	Ureteric Bud Development (GO:0001657)	1.483214e-02	9.595484e-02	0	0	1.193143e+01	5.024276e+01	SALL1;LHX1
GO_Biological_Process_2023	Ureteric Bud Morphogenesis (GO:0060675)	1.483214e-02	9.595484e-02	0	0	1.193143e+01	5.024276e+01	SALL1;GDNF
GO_Biological_Process_2023	Maintenance Of Gastrointestinal Epithelium (GO:0030277)	1.483214e-02	9.595484e-02	0	0	1.193143e+01	5.024276e+01	MUC13;TFF1
GO_Biological_Process_2023	Regulation Of Stress-Activated MAPK Cascade (GO:0032872)	1.531659e-02	9.868614e-02	0	0	6.103471e+00	2.550530e+01	GREM1;FOXM1;EPHB1
GO_Biological_Process_2023	Negative Regulation Of Protein Ubiquitination (GO:0031397)	1.615081e-02	1.019362e-01	0	0	5.976151e+00	2.465632e+01	CDC20;BUB1B;MAD2L1
GO_Biological_Process_2023	Regulated Exocytosis (GO:0045055)	1.615081e-02	1.019362e-01	0	0	5.976151e+00	2.465632e+01	RAB26;SYNGR3;STX1A
GO_Biological_Process_2023	Cellular Component Assembly (GO:0022607)	1.638010e-02	1.019362e-01	0	0	2.768803e+00	1.138446e+01	VMP1;VIL1;BAIAP2L2;SLC2A1;ANKS4B;KNTC1;TRIP13
GO_Biological_Process_2023	Regulation Of Centriole Replication (GO:0046599)	1.646414e-02	1.019362e-01	0	0	1.122927e+01	4.611380e+01	PLK4;STIL
GO_Biological_Process_2023	Regulation Of Tissue Remodeling (GO:0034103)	1.646414e-02	1.019362e-01	0	0	1.122927e+01	4.611380e+01	LEP;SYT7
GO_Biological_Process_2023	Epithelial Structure Maintenance (GO:0010669)	1.646414e-02	1.019362e-01	0	0	1.122927e+01	4.611380e+01	MUC13;TFF1
GO_Biological_Process_2023	Glycosphingolipid Biosynthetic Process (GO:0006688)	1.646414e-02	1.019362e-01	0	0	1.122927e+01	4.611380e+01	FUT9;B4GALNT1
GO_Biological_Process_2023	Heme Biosynthetic Process (GO:0006783)	1.646414e-02	1.019362e-01	0	0	1.122927e+01	4.611380e+01	ABCB6;FLVCR1
GO_Biological_Process_2023	Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)	1.646414e-02	1.019362e-01	0	0	1.122927e+01	4.611380e+01	CDKN2A;PLK1
GO_Biological_Process_2023	Nucleotide Biosynthetic Process (GO:0009165)	1.646414e-02	1.019362e-01	0	0	1.122927e+01	4.611380e+01	RRM2;PPAT
GO_Biological_Process_2023	Ras Protein Signal Transduction (GO:0007265)	1.680284e-02	1.036284e-01	0	0	3.499594e+00	1.430007e+01	CCNA2;CDKN2A;TNFRSF25;EPS8L3;RALGPS2
GO_Biological_Process_2023	Sprouting Angiogenesis (GO:0002040)	1.701009e-02	1.045000e-01	0	0	5.854028e+00	2.384901e+01	GREM1;E2F7;E2F8
GO_Biological_Process_2023	Organic Substance Transport (GO:0071702)	1.762269e-02	1.078454e-01	0	0	3.015707e+00	1.217914e+01	CENPF;ABCB6;TCN1;FLVCR1;ATP2A1;ABCA12
GO_Biological_Process_2023	DNA Methylation (GO:0006306)	1.816896e-02	1.081764e-01	0	0	1.060513e+01	4.250580e+01	HELLS;DNMT3B
GO_Biological_Process_2023	Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)	1.816896e-02	1.081764e-01	0	0	1.060513e+01	4.250580e+01	CDC20;UBE2C
GO_Biological_Process_2023	Long-Term Synaptic Potentiation (GO:0060291)	1.816896e-02	1.081764e-01	0	0	1.060513e+01	4.250580e+01	SLC24A2;FOXM1
GO_Biological_Process_2023	Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030)	1.816896e-02	1.081764e-01	0	0	1.060513e+01	4.250580e+01	CDKN2A;PLK1
